Time(ms),Method,Roll,Pitch
2603.0,COMP,2.199,19.446
2613.0,ACCEL,2.399,18.96
2613.0,GYRO,0.327,24.781
2613.0,COMP,2.203,19.434
2623.0,ACCEL,2.327,18.961
2623.0,GYRO,0.325,24.781
2623.0,COMP,2.204,19.425
2633.0,ACCEL,2.082,19.166
2633.0,GYRO,0.326,24.78
2633.0,COMP,2.202,19.419
2644.0,ACCEL,2.162,19.022
2644.0,GYRO,0.323,24.779
2644.0,COMP,2.198,19.41
2653.0,ACCEL,2.323,19.272
2653.0,GYRO,0.318,24.777
2653.0,COMP,2.196,19.406
2663.0,ACCEL,1.968,19.277
2663.0,GYRO,0.315,24.775
2663.0,COMP,2.189,19.4
2673.0,ACCEL,2.148,19.081
2673.0,GYRO,0.314,24.773
2673.0,COMP,2.187,19.392
2683.0,ACCEL,2.101,18.995
2683.0,GYRO,0.317,24.774
2683.0,COMP,2.188,19.385
2693.0,ACCEL,2.343,19.301
2693.0,GYRO,0.319,24.777
2693.0,COMP,2.193,19.386
2703.0,ACCEL,2.247,19.253
2703.0,GYRO,0.32,24.779
2703.0,COMP,2.195,19.385
2713.0,ACCEL,2.523,19.31
2713.0,GYRO,0.32,24.778
2713.0,COMP,2.201,19.384
2723.0,ACCEL,2.175,19.16
2723.0,GYRO,0.321,24.776
2723.0,COMP,2.202,19.377
2733.0,ACCEL,2.159,19.263
2733.0,GYRO,0.324,24.778
2733.0,COMP,2.204,19.377
2743.0,ACCEL,2.416,19.001
2743.0,GYRO,0.326,24.783
2743.0,COMP,2.21,19.374
2753.0,ACCEL,2.201,19.38
2753.0,GYRO,0.324,24.787
2753.0,COMP,2.208,19.378
2763.0,ACCEL,2.156,19.224
2763.0,GYRO,0.321,24.786
2763.0,COMP,2.204,19.374
2773.0,ACCEL,2.098,19.161
2773.0,GYRO,0.318,24.783
2773.0,COMP,2.198,19.367
2783.0,ACCEL,2.211,18.916
2783.0,GYRO,0.315,24.783
2783.0,COMP,2.196,19.358
2793.0,ACCEL,2.183,18.961
2793.0,GYRO,0.32,24.786
2793.0,COMP,2.2,19.352
2803.0,ACCEL,2.083,19.205
2803.0,GYRO,0.323,24.793
2803.0,COMP,2.201,19.356
2814.0,ACCEL,2.18,19.318
2814.0,GYRO,0.323,24.797
2814.0,COMP,2.201,19.36
2823.0,ACCEL,2.082,18.965
2823.0,GYRO,0.323,24.798
2823.0,COMP,2.198,19.352
2833.0,ACCEL,1.9,18.687
2833.0,GYRO,0.321,24.799
2833.0,COMP,2.191,19.34
2843.0,ACCEL,2.144,19.34
2843.0,GYRO,0.323,24.801
2843.0,COMP,2.192,19.342
2853.0,ACCEL,2.078,19.021
2853.0,GYRO,0.324,24.801
2853.0,COMP,2.19,19.337
2863.0,ACCEL,2.401,19.329
2863.0,GYRO,0.326,24.803
2863.0,COMP,2.196,19.338
2873.0,ACCEL,2.275,19.141
2873.0,GYRO,0.326,24.805
2873.0,COMP,2.198,19.336
2883.0,ACCEL,2.14,18.665
2883.0,GYRO,0.327,24.807
2883.0,COMP,2.198,19.325
2893.0,ACCEL,2.035,19.136
2893.0,GYRO,0.325,24.81
2893.0,COMP,2.193,19.324
2903.0,ACCEL,2.154,19.268
2903.0,GYRO,0.324,24.811
2903.0,COMP,2.191,19.323
2913.0,ACCEL,2.098,19.283
2913.0,GYRO,0.319,24.813
2913.0,COMP,2.185,19.325
2923.0,ACCEL,2.138,19.072
2923.0,GYRO,0.313,24.814
2923.0,COMP,2.177,19.32
2933.0,ACCEL,1.975,19.275
2933.0,GYRO,0.309,24.814
2933.0,COMP,2.169,19.32
2944.0,ACCEL,2.261,18.986
2944.0,GYRO,0.306,24.813
2944.0,COMP,2.168,19.312
2954.0,ACCEL,2.048,19.026
2954.0,GYRO,0.307,24.812
2954.0,COMP,2.167,19.305
2964.0,ACCEL,2.221,19.086
2964.0,GYRO,0.305,24.811
2964.0,COMP,2.166,19.3
2974.0,ACCEL,2.047,19.009
2974.0,GYRO,0.308,24.809
2974.0,COMP,2.166,19.292
2985.0,ACCEL,2.333,18.976
2985.0,GYRO,0.309,24.807
2985.0,COMP,2.171,19.284
2994.0,ACCEL,2.156,18.909
2994.0,GYRO,0.309,24.809
2994.0,COMP,2.171,19.279
3004.0,ACCEL,2.109,19.087
3004.0,GYRO,0.308,24.808
3004.0,COMP,2.168,19.274
3014.0,ACCEL,2.084,19.047
3014.0,GYRO,0.306,24.805
3014.0,COMP,2.165,19.266
3024.0,ACCEL,2.284,19.131
3024.0,GYRO,0.303,24.798
3024.0,COMP,2.164,19.256
3034.0,ACCEL,2.066,18.998
3034.0,GYRO,0.297,24.793
3034.0,COMP,2.156,19.246
3044.0,ACCEL,2.137,18.944
3044.0,GYRO,0.292,24.792
3044.0,COMP,2.152,19.239
3054.0,ACCEL,2.248,18.979
3054.0,GYRO,0.288,24.788
3054.0,COMP,2.149,19.23
3064.0,ACCEL,2.118,19.207
3064.0,GYRO,0.285,24.784
3064.0,COMP,2.145,19.226
3074.0,ACCEL,1.998,19.292
3074.0,GYRO,0.285,24.781
3074.0,COMP,2.143,19.224
3084.0,ACCEL,2.274,19.208
3084.0,GYRO,0.285,24.779
3084.0,COMP,2.145,19.222
3094.0,ACCEL,2.06,19.291
3094.0,GYRO,0.283,24.779
3094.0,COMP,2.141,19.224
3104.0,ACCEL,2.228,19.044
3104.0,GYRO,0.283,24.78
3104.0,COMP,2.143,19.22
3115.0,ACCEL,1.88,19.327
3115.0,GYRO,0.281,24.777
3115.0,COMP,2.136,19.22
3125.0,ACCEL,2.073,18.803
3125.0,GYRO,0.277,24.775
3125.0,COMP,2.131,19.21
3135.0,ACCEL,2.374,19.217
3135.0,GYRO,0.276,24.773
3135.0,COMP,2.135,19.208
3145.0,ACCEL,2.476,19.236
3145.0,GYRO,0.276,24.77
3145.0,COMP,2.141,19.206
3156.0,ACCEL,1.999,19.012
3156.0,GYRO,0.276,24.768
3156.0,COMP,2.139,19.2
3165.0,ACCEL,2.094,19.193
3165.0,GYRO,0.276,24.765
3165.0,COMP,2.138,19.196
3175.0,ACCEL,2.092,19.214
3175.0,GYRO,0.277,24.763
3175.0,COMP,2.138,19.195
3185.0,ACCEL,2.409,18.936
3185.0,GYRO,0.274,24.758
3185.0,COMP,2.141,19.185
3195.0,ACCEL,2.217,19.175
3195.0,GYRO,0.27,24.757
3195.0,COMP,2.139,19.183
3205.0,ACCEL,2.154,19.289
3205.0,GYRO,0.268,24.756
3205.0,COMP,2.137,19.185
3215.0,ACCEL,2.119,19.093
3215.0,GYRO,0.264,24.759
3215.0,COMP,2.132,19.186
3225.0,ACCEL,2.089,19.031
3225.0,GYRO,0.262,24.761
3225.0,COMP,2.129,19.184
3235.0,ACCEL,2.399,19.362
3235.0,GYRO,0.259,24.758
3235.0,COMP,2.132,19.186
3245.0,ACCEL,2.173,19.323
3245.0,GYRO,0.255,24.755
3245.0,COMP,2.129,19.186
3255.0,ACCEL,2.216,18.883
3255.0,GYRO,0.254,24.751
3255.0,COMP,2.129,19.175
3265.0,ACCEL,2.224,19.123
3265.0,GYRO,0.251,24.747
3265.0,COMP,2.129,19.17
3275.0,ACCEL,1.964,19.136
3275.0,GYRO,0.248,24.741
3275.0,COMP,2.122,19.164
3285.0,ACCEL,2.128,19.126
3285.0,GYRO,0.246,24.734
3285.0,COMP,2.121,19.156
3295.0,ACCEL,2.128,19.022
3295.0,GYRO,0.241,24.734
3295.0,COMP,2.115,19.153
3305.0,ACCEL,2.363,19.099
3305.0,GYRO,0.238,24.731
3305.0,COMP,2.117,19.149
3315.0,ACCEL,2.207,19.21
3315.0,GYRO,0.234,24.73
3315.0,COMP,2.116,19.15
3326.0,ACCEL,1.849,19.22
3326.0,GYRO,0.234,24.726
3326.0,COMP,2.11,19.148
3335.0,ACCEL,1.915,19.119
3335.0,GYRO,0.236,24.726
3335.0,COMP,2.109,19.146
3345.0,ACCEL,1.862,18.983
3345.0,GYRO,0.236,24.722
3345.0,COMP,2.104,19.139
3355.0,ACCEL,1.935,19.004
3355.0,GYRO,0.239,24.719
3355.0,COMP,2.103,19.134
3365.0,ACCEL,2.138,18.877
3365.0,GYRO,0.241,24.715
3365.0,COMP,2.106,19.125
3375.0,ACCEL,1.733,19.195
3375.0,GYRO,0.239,24.711
3375.0,COMP,2.096,19.122
3385.0,ACCEL,2.296,19.114
3385.0,GYRO,0.24,24.711
3385.0,COMP,2.101,19.122
3395.0,ACCEL,2.176,19.09
3395.0,GYRO,0.239,24.71
3395.0,COMP,2.102,19.12
3405.0,ACCEL,1.96,18.954
3405.0,GYRO,0.24,24.709
3405.0,COMP,2.1,19.116
3415.0,ACCEL,2.083,19.013
3415.0,GYRO,0.238,24.707
3415.0,COMP,2.097,19.112
3425.0,ACCEL,2.221,19.169
3425.0,GYRO,0.237,24.707
3425.0,COMP,2.099,19.113
3435.0,ACCEL,1.888,19.154
3435.0,GYRO,0.237,24.704
3435.0,COMP,2.095,19.111
3445.0,ACCEL,2.14,19.089
3445.0,GYRO,0.235,24.7
3445.0,COMP,2.093,19.106
3456.0,ACCEL,2.262,19.02
3456.0,GYRO,0.233,24.699
3456.0,COMP,2.095,19.104
3466.0,ACCEL,2.274,18.886
3466.0,GYRO,0.235,24.697
3466.0,COMP,2.1,19.097
3476.0,ACCEL,2.154,18.872
3476.0,GYRO,0.236,24.697
3476.0,COMP,2.103,19.093
3486.0,ACCEL,2.315,19.039
3486.0,GYRO,0.237,24.697
3486.0,COMP,2.108,19.092
3497.0,ACCEL,2.304,18.877
3497.0,GYRO,0.237,24.696
3497.0,COMP,2.112,19.086
3506.0,ACCEL,1.997,18.894
3506.0,GYRO,0.239,24.694
3506.0,COMP,2.111,19.081
3516.0,ACCEL,2.175,18.627
3516.0,GYRO,0.241,24.693
3516.0,COMP,2.114,19.07
3526.0,ACCEL,2.154,19.033
3526.0,GYRO,0.244,24.693
3526.0,COMP,2.119,19.07
3536.0,ACCEL,2.159,19.172
3536.0,GYRO,0.247,24.694
3536.0,COMP,2.122,19.074
3546.0,ACCEL,1.956,19.131
3546.0,GYRO,0.248,24.696
3546.0,COMP,2.12,19.076
3556.0,ACCEL,2.086,19.074
3556.0,GYRO,0.25,24.695
3556.0,COMP,2.121,19.075
3566.0,ACCEL,2.178,18.833
3566.0,GYRO,0.249,24.696
3566.0,COMP,2.121,19.071
3576.0,ACCEL,2.232,19.062
3576.0,GYRO,0.249,24.699
3576.0,COMP,2.123,19.074
3586.0,ACCEL,2.014,18.929
3586.0,GYRO,0.248,24.703
3586.0,COMP,2.121,19.075
3596.0,ACCEL,2.003,18.933
3596.0,GYRO,0.247,24.703
3596.0,COMP,2.117,19.072
3606.0,ACCEL,1.994,18.917
3606.0,GYRO,0.245,24.701
3606.0,COMP,2.112,19.067
3616.0,ACCEL,2.081,19.049
3616.0,GYRO,0.243,24.7
3616.0,COMP,2.11,19.066
3627.0,ACCEL,1.948,18.834
3627.0,GYRO,0.243,24.699
3627.0,COMP,2.107,19.061
3637.0,ACCEL,1.971,18.9
3637.0,GYRO,0.247,24.696
3637.0,COMP,2.108,19.054
3647.0,ACCEL,1.775,18.914
3647.0,GYRO,0.25,24.694
3647.0,COMP,2.104,19.05
3657.0,ACCEL,2.036,19.086
3657.0,GYRO,0.254,24.689
3657.0,COMP,2.106,19.045
3668.0,ACCEL,2.306,18.758
3668.0,GYRO,0.252,24.688
3668.0,COMP,2.109,19.039
3677.0,ACCEL,2.103,19.032
3677.0,GYRO,0.252,24.69
3677.0,COMP,2.109,19.041
3687.0,ACCEL,2.143,19.016
3687.0,GYRO,0.254,24.689
3687.0,COMP,2.111,19.038
3697.0,ACCEL,2.054,19.061
3697.0,GYRO,0.256,24.688
3697.0,COMP,2.112,19.038
3707.0,ACCEL,2.265,18.897
3707.0,GYRO,0.257,24.686
3707.0,COMP,2.117,19.033
3717.0,ACCEL,2.202,18.827
3717.0,GYRO,0.256,24.683
3717.0,COMP,2.117,19.027
3727.0,ACCEL,1.98,18.762
3727.0,GYRO,0.257,24.682
3727.0,COMP,2.115,19.02
3737.0,ACCEL,2.167,19.104
3737.0,GYRO,0.255,24.676
3737.0,COMP,2.114,19.016
3747.0,ACCEL,2.075,19.107
3747.0,GYRO,0.254,24.673
3747.0,COMP,2.112,19.015
3757.0,ACCEL,2.015,18.963
3757.0,GYRO,0.251,24.67
3757.0,COMP,2.108,19.011
3767.0,ACCEL,2.525,18.83
3767.0,GYRO,0.252,24.665
3767.0,COMP,2.117,19.003
3777.0,ACCEL,1.932,18.892
3777.0,GYRO,0.257,24.665
3777.0,COMP,2.118,19.001
3787.0,ACCEL,2.295,19.221
3787.0,GYRO,0.259,24.666
3787.0,COMP,2.124,19.006
3797.0,ACCEL,2.434,19.046
3797.0,GYRO,0.262,24.668
3797.0,COMP,2.132,19.008
3807.0,ACCEL,2.326,18.995
3807.0,GYRO,0.263,24.668
3807.0,COMP,2.137,19.008
3817.0,ACCEL,2.316,18.919
3817.0,GYRO,0.259,24.663
3817.0,COMP,2.137,19.002
3827.0,ACCEL,2.339,19.049
3827.0,GYRO,0.259,24.66
3827.0,COMP,2.142,18.999
3838.0,ACCEL,2.186,19.049
3838.0,GYRO,0.258,24.655
3838.0,COMP,2.141,18.995
3847.0,ACCEL,2.181,18.695
3847.0,GYRO,0.257,24.652
3847.0,COMP,2.141,18.987
3857.0,ACCEL,2.226,18.858
3857.0,GYRO,0.258,24.652
3857.0,COMP,2.144,18.984
3867.0,ACCEL,2.238,19.017
3867.0,GYRO,0.258,24.649
3867.0,COMP,2.145,18.982
3877.0,ACCEL,1.851,19.243
3877.0,GYRO,0.257,24.645
3877.0,COMP,2.139,18.983
3887.0,ACCEL,2.077,18.777
3887.0,GYRO,0.255,24.644
3887.0,COMP,2.135,18.978
3897.0,ACCEL,2.145,19.087
3897.0,GYRO,0.258,24.645
3897.0,COMP,2.138,18.981
3907.0,ACCEL,2.146,18.88
3907.0,GYRO,0.26,24.648
3907.0,COMP,2.141,18.982
3917.0,ACCEL,1.807,18.752
3917.0,GYRO,0.26,24.65
3917.0,COMP,2.134,18.979
3927.0,ACCEL,2.084,19.1
3927.0,GYRO,0.259,24.65
3927.0,COMP,2.132,18.982
3937.0,ACCEL,2.141,18.735
3937.0,GYRO,0.257,24.651
3937.0,COMP,2.13,18.978
3947.0,ACCEL,2.135,18.951
3947.0,GYRO,0.254,24.648
3947.0,COMP,2.127,18.974
3957.0,ACCEL,2.235,19.12
3957.0,GYRO,0.254,24.645
3957.0,COMP,2.129,18.974
3968.0,ACCEL,2.064,19.125
3968.0,GYRO,0.255,24.642
3968.0,COMP,2.129,18.974
3978.0,ACCEL,2.212,18.851
3978.0,GYRO,0.254,24.638
3978.0,COMP,2.13,18.967
3988.0,ACCEL,2.131,18.674
3988.0,GYRO,0.256,24.638
3988.0,COMP,2.132,18.962
3998.0,ACCEL,2.311,18.917
3998.0,GYRO,0.261,24.644
3998.0,COMP,2.14,18.967
4009.0,ACCEL,1.96,18.772
4009.0,GYRO,0.262,24.648
4009.0,COMP,2.138,18.967
4018.0,ACCEL,2.014,18.929
4018.0,GYRO,0.264,24.653
4018.0,COMP,2.137,18.971
4028.0,ACCEL,2.053,18.95
4028.0,GYRO,0.263,24.654
4028.0,COMP,2.134,18.972
4038.0,ACCEL,2.102,19.062
4038.0,GYRO,0.261,24.654
4038.0,COMP,2.132,18.973
4048.0,ACCEL,2.384,18.93
4048.0,GYRO,0.263,24.648
4048.0,COMP,2.139,18.967
4058.0,ACCEL,2.28,18.949
4058.0,GYRO,0.265,24.646
4058.0,COMP,2.143,18.964
4068.0,ACCEL,1.966,18.949
4068.0,GYRO,0.269,24.649
4068.0,COMP,2.144,18.967
4078.0,ACCEL,2.033,19.133
4078.0,GYRO,0.275,24.651
4078.0,COMP,2.148,18.972
4088.0,ACCEL,2.202,18.822
4088.0,GYRO,0.278,24.652
4088.0,COMP,2.152,18.97
4098.0,ACCEL,2.041,18.906
4098.0,GYRO,0.276,24.651
4098.0,COMP,2.148,18.968
4108.0,ACCEL,1.935,19.228
4108.0,GYRO,0.276,24.648
4108.0,COMP,2.144,18.971
4118.0,ACCEL,2.245,18.888
4118.0,GYRO,0.276,24.644
4118.0,COMP,2.146,18.965
4128.0,ACCEL,2.218,18.954
4128.0,GYRO,0.279,24.646
4128.0,COMP,2.15,18.967
4139.0,ACCEL,2.102,18.858
4139.0,GYRO,0.281,24.648
4139.0,COMP,2.151,18.966
4149.0,ACCEL,1.988,18.764
4149.0,GYRO,0.28,24.65
4149.0,COMP,2.147,18.964
4159.0,ACCEL,2.471,18.888
4159.0,GYRO,0.279,24.649
4159.0,COMP,2.152,18.962
4169.0,ACCEL,2.257,18.998
4169.0,GYRO,0.276,24.646
4169.0,COMP,2.152,18.959
4180.0,ACCEL,1.892,18.824
4180.0,GYRO,0.281,24.648
4180.0,COMP,2.151,18.959
4189.0,ACCEL,2.097,18.881
4189.0,GYRO,0.283,24.651
4189.0,COMP,2.152,18.96
4199.0,ACCEL,2.247,18.862
4199.0,GYRO,0.284,24.654
4199.0,COMP,2.155,18.961
4209.0,ACCEL,2.168,18.997
4209.0,GYRO,0.284,24.655
4209.0,COMP,2.155,18.963
4219.0,ACCEL,2.124,18.847
4219.0,GYRO,0.285,24.655
4219.0,COMP,2.155,18.96
4229.0,ACCEL,2.094,19.093
4229.0,GYRO,0.284,24.656
4229.0,COMP,2.153,18.965
4239.0,ACCEL,2.012,18.647
4239.0,GYRO,0.282,24.656
4239.0,COMP,2.149,18.958
4249.0,ACCEL,2.236,18.733
4249.0,GYRO,0.281,24.658
4249.0,COMP,2.149,18.955
4259.0,ACCEL,2.171,18.863
4259.0,GYRO,0.279,24.659
4259.0,COMP,2.148,18.955
4269.0,ACCEL,2.21,18.925
4269.0,GYRO,0.279,24.659
4269.0,COMP,2.149,18.954
4279.0,ACCEL,2.121,19.017
4279.0,GYRO,0.278,24.661
4279.0,COMP,2.148,18.957
4289.0,ACCEL,2.128,18.728
4289.0,GYRO,0.28,24.661
4289.0,COMP,2.149,18.953
4299.0,ACCEL,1.952,18.995
4299.0,GYRO,0.283,24.662
4299.0,COMP,2.148,18.954
4309.0,ACCEL,2.047,18.848
4309.0,GYRO,0.284,24.666
4309.0,COMP,2.147,18.956
4319.0,ACCEL,2.021,18.881
4319.0,GYRO,0.287,24.67
4319.0,COMP,2.148,18.958
4329.0,ACCEL,2.299,18.96
4329.0,GYRO,0.29,24.675
4329.0,COMP,2.153,18.963
4339.0,ACCEL,2.0,18.841
4339.0,GYRO,0.29,24.675
4339.0,COMP,2.151,18.961
4350.0,ACCEL,1.995,18.934
4350.0,GYRO,0.291,24.678
4350.0,COMP,2.148,18.963
4359.0,ACCEL,2.095,19.15
4359.0,GYRO,0.288,24.679
4359.0,COMP,2.145,18.968
4369.0,ACCEL,1.948,19.213
4369.0,GYRO,0.289,24.678
4369.0,COMP,2.141,18.972
4379.0,ACCEL,2.114,18.984
4379.0,GYRO,0.291,24.679
4379.0,COMP,2.142,18.973
4389.0,ACCEL,1.866,18.862
4389.0,GYRO,0.293,24.681
4389.0,COMP,2.139,18.973
4399.0,ACCEL,2.267,19.052
4399.0,GYRO,0.298,24.681
4399.0,COMP,2.146,18.975
4409.0,ACCEL,2.242,19.129
4409.0,GYRO,0.301,24.683
4409.0,COMP,2.151,18.98
4419.0,ACCEL,2.237,18.926
4419.0,GYRO,0.301,24.684
4419.0,COMP,2.153,18.979
4429.0,ACCEL,2.332,18.963
4429.0,GYRO,0.3,24.683
4429.0,COMP,2.155,18.979
4439.0,ACCEL,2.179,18.647
4439.0,GYRO,0.3,24.684
4439.0,COMP,2.156,18.973
4449.0,ACCEL,2.479,18.584
4449.0,GYRO,0.298,24.686
4449.0,COMP,2.161,18.967
4459.0,ACCEL,2.204,19.111
4459.0,GYRO,0.294,24.688
4459.0,COMP,2.157,18.972
4469.0,ACCEL,2.244,19.153
4469.0,GYRO,0.291,24.688
4469.0,COMP,2.157,18.975
4480.0,ACCEL,2.182,18.804
4480.0,GYRO,0.291,24.686
4480.0,COMP,2.157,18.97
4490.0,ACCEL,2.139,18.938
4490.0,GYRO,0.291,24.684
4490.0,COMP,2.156,18.967
4500.0,ACCEL,1.876,18.519
4500.0,GYRO,0.292,24.681
4500.0,COMP,2.151,18.956
4510.0,ACCEL,2.203,18.906
4510.0,GYRO,0.297,24.681
4510.0,COMP,2.157,18.955
4521.0,ACCEL,1.983,18.947
4521.0,GYRO,0.298,24.685
4521.0,COMP,2.156,18.958
4530.0,ACCEL,2.229,19.031
4530.0,GYRO,0.296,24.687
4530.0,COMP,2.155,18.961
4540.0,ACCEL,1.897,19.04
4540.0,GYRO,0.292,24.685
4540.0,COMP,2.146,18.961
4550.0,ACCEL,2.232,19.183
4550.0,GYRO,0.292,24.682
4550.0,COMP,2.148,18.963
4560.0,ACCEL,2.447,18.828
4560.0,GYRO,0.293,24.686
4560.0,COMP,2.154,18.964
4570.0,ACCEL,2.146,18.863
4570.0,GYRO,0.294,24.688
4570.0,COMP,2.156,18.964
4580.0,ACCEL,2.184,19.167
4580.0,GYRO,0.296,24.688
4580.0,COMP,2.158,18.968
4590.0,ACCEL,2.195,18.838
4590.0,GYRO,0.295,24.688
4590.0,COMP,2.158,18.966
4600.0,ACCEL,2.059,18.972
4600.0,GYRO,0.297,24.691
4600.0,COMP,2.157,18.968
4610.0,ACCEL,2.347,18.958
4610.0,GYRO,0.299,24.693
4610.0,COMP,2.163,18.97
4620.0,ACCEL,1.88,18.809
4620.0,GYRO,0.299,24.692
4620.0,COMP,2.158,18.966
4630.0,ACCEL,2.095,18.901
4630.0,GYRO,0.299,24.693
4630.0,COMP,2.157,18.965
4640.0,ACCEL,2.185,18.828
4640.0,GYRO,0.3,24.694
4640.0,COMP,2.158,18.963
4651.0,ACCEL,2.283,18.861
4651.0,GYRO,0.302,24.694
4651.0,COMP,2.162,18.962
4661.0,ACCEL,2.219,18.914
4661.0,GYRO,0.303,24.697
4661.0,COMP,2.165,18.963
4671.0,ACCEL,2.384,18.627
4671.0,GYRO,0.303,24.698
4671.0,COMP,2.169,18.958
4681.0,ACCEL,2.151,18.777
4681.0,GYRO,0.306,24.701
4681.0,COMP,2.172,18.958
4692.0,ACCEL,2.163,19.241
4692.0,GYRO,0.307,24.705
4692.0,COMP,2.172,18.967
4701.0,ACCEL,2.325,18.968
4701.0,GYRO,0.307,24.707
4701.0,COMP,2.175,18.969
4711.0,ACCEL,1.837,18.982
4711.0,GYRO,0.306,24.707
4711.0,COMP,2.167,18.969
4721.0,ACCEL,2.182,18.981
4721.0,GYRO,0.305,24.706
4721.0,COMP,2.167,18.969
4731.0,ACCEL,2.327,19.069
4731.0,GYRO,0.301,24.71
4731.0,COMP,2.166,18.974
4741.0,ACCEL,2.1,18.676
4741.0,GYRO,0.296,24.713
4741.0,COMP,2.16,18.971
4751.0,ACCEL,2.355,18.632
4751.0,GYRO,0.293,24.716
4751.0,COMP,2.161,18.967
4761.0,ACCEL,2.183,18.984
4761.0,GYRO,0.289,24.716
4761.0,COMP,2.157,18.968
4771.0,ACCEL,2.019,18.79
4771.0,GYRO,0.288,24.715
4771.0,COMP,2.153,18.964
4781.0,ACCEL,2.031,18.902
4781.0,GYRO,0.284,24.714
4781.0,COMP,2.148,18.961
4791.0,ACCEL,2.019,19.028
4791.0,GYRO,0.284,24.714
4791.0,COMP,2.145,18.963
4801.0,ACCEL,1.978,18.786
4801.0,GYRO,0.285,24.713
4801.0,COMP,2.142,18.958
4811.0,ACCEL,2.042,19.011
4811.0,GYRO,0.286,24.708
4811.0,COMP,2.141,18.954
4821.0,ACCEL,1.728,18.809
4821.0,GYRO,0.286,24.706
4821.0,COMP,2.134,18.949
4831.0,ACCEL,2.067,19.159
4831.0,GYRO,0.286,24.706
4831.0,COMP,2.132,18.953
4841.0,ACCEL,1.886,18.902
4841.0,GYRO,0.287,24.707
4841.0,COMP,2.128,18.954
4851.0,ACCEL,1.956,18.745
4851.0,GYRO,0.286,24.707
4851.0,COMP,2.124,18.95
4862.0,ACCEL,2.046,18.842
4862.0,GYRO,0.287,24.709
4862.0,COMP,2.123,18.949
4871.0,ACCEL,1.778,18.921
4871.0,GYRO,0.288,24.709
4871.0,COMP,2.117,18.948
4881.0,ACCEL,2.003,18.572
4881.0,GYRO,0.287,24.706
4881.0,COMP,2.113,18.938
4891.0,ACCEL,2.113,18.83
4891.0,GYRO,0.286,24.704
4891.0,COMP,2.113,18.934
4901.0,ACCEL,2.096,18.963
4901.0,GYRO,0.285,24.703
4901.0,COMP,2.111,18.934
4911.0,ACCEL,2.244,18.962
4911.0,GYRO,0.284,24.702
4911.0,COMP,2.113,18.933
4921.0,ACCEL,2.269,18.935
4921.0,GYRO,0.284,24.7
4921.0,COMP,2.116,18.931
4931.0,ACCEL,2.033,18.7
4931.0,GYRO,0.285,24.699
4931.0,COMP,2.115,18.925
4941.0,ACCEL,2.209,18.986
4941.0,GYRO,0.283,24.7
4941.0,COMP,2.115,18.928
4951.0,ACCEL,2.01,18.834
4951.0,GYRO,0.282,24.701
4951.0,COMP,2.112,18.927
4961.0,ACCEL,2.208,18.942
4961.0,GYRO,0.279,24.704
4961.0,COMP,2.111,18.93
4971.0,ACCEL,2.083,18.811
4971.0,GYRO,0.279,24.707
4971.0,COMP,2.111,18.93
4981.0,ACCEL,1.997,18.884
4981.0,GYRO,0.28,24.71
4981.0,COMP,2.11,18.932
4992.0,ACCEL,2.231,19.035
4992.0,GYRO,0.28,24.712
4992.0,COMP,2.112,18.936
