Time(ms),Method,Roll,Pitch
2532.0,GYRO,57.227,0.24
2532.0,COMP,48.685,-5.247
2542.0,ACCEL,47.227,-5.846
2542.0,GYRO,57.216,0.23
2542.0,COMP,48.645,-5.27
2552.0,ACCEL,48.068,-5.844
2552.0,GYRO,57.196,0.224
2552.0,COMP,48.614,-5.287
2562.0,ACCEL,48.215,-6.125
2562.0,GYRO,57.156,0.217
2562.0,COMP,48.566,-5.31
2572.0,ACCEL,47.653,-6.064
2572.0,GYRO,57.11,0.215
2572.0,COMP,48.503,-5.327
2582.0,ACCEL,47.573,-6.106
2582.0,GYRO,57.085,0.216
2582.0,COMP,48.46,-5.342
2592.0,ACCEL,48.071,-6.072
2592.0,GYRO,57.052,0.217
2592.0,COMP,48.42,-5.356
2603.0,ACCEL,47.612,-5.919
2603.0,GYRO,57.001,0.217
2603.0,COMP,48.354,-5.367
2613.0,ACCEL,47.868,-5.696
2613.0,GYRO,56.995,0.218
2613.0,COMP,48.338,-5.372
2623.0,ACCEL,47.497,-5.264
2623.0,GYRO,56.985,0.241
2623.0,COMP,48.311,-5.347
2633.0,ACCEL,46.891,-5.872
2633.0,GYRO,57.05,0.278
2633.0,COMP,48.346,-5.323
2644.0,ACCEL,47.685,-5.774
2644.0,GYRO,57.123,0.312
2644.0,COMP,48.405,-5.298
2653.0,ACCEL,47.797,-5.719
2653.0,GYRO,57.188,0.34
2653.0,COMP,48.456,-5.279
2663.0,ACCEL,47.511,-6.148
2663.0,GYRO,57.238,0.358
2663.0,COMP,48.486,-5.279
2673.0,ACCEL,48.313,-5.946
2673.0,GYRO,57.269,0.367
2673.0,COMP,48.513,-5.283
2683.0,ACCEL,48.209,-6.283
2683.0,GYRO,57.29,0.378
2683.0,COMP,48.528,-5.292
2693.0,ACCEL,48.167,-5.813
2693.0,GYRO,57.269,0.378
2693.0,COMP,48.501,-5.302
2703.0,ACCEL,47.848,-5.73
2703.0,GYRO,57.253,0.374
2703.0,COMP,48.471,-5.316
2713.0,ACCEL,48.222,-5.921
2713.0,GYRO,57.241,0.368
2713.0,COMP,48.455,-5.333
2723.0,ACCEL,47.17,-5.986
2723.0,GYRO,57.224,0.352
2723.0,COMP,48.412,-5.362
2733.0,ACCEL,47.622,-5.81
2733.0,GYRO,57.233,0.336
2733.0,COMP,48.406,-5.387
2743.0,ACCEL,48.071,-6.211
2743.0,GYRO,57.249,0.32
2743.0,COMP,48.415,-5.418
2753.0,ACCEL,47.773,-6.234
2753.0,GYRO,57.261,0.311
2753.0,COMP,48.413,-5.444
2763.0,ACCEL,47.562,-6.143
2763.0,GYRO,57.287,0.3
2763.0,COMP,48.421,-5.469
2773.0,ACCEL,47.839,-5.853
2773.0,GYRO,57.333,0.302
2773.0,COMP,48.456,-5.474
2783.0,ACCEL,48.316,-6.151
2783.0,GYRO,57.357,0.301
2783.0,COMP,48.476,-5.489
2793.0,ACCEL,47.194,-6.018
2793.0,GYRO,57.395,0.302
2793.0,COMP,48.488,-5.498
2803.0,ACCEL,48.533,-6.18
2803.0,GYRO,57.41,0.296
2803.0,COMP,48.504,-5.518
2814.0,ACCEL,48.347,-6.035
2814.0,GYRO,57.397,0.293
2814.0,COMP,48.487,-5.532
2823.0,ACCEL,47.522,-5.89
2823.0,GYRO,57.387,0.289
2823.0,COMP,48.458,-5.542
2833.0,ACCEL,47.815,-6.052
2833.0,GYRO,57.375,0.282
2833.0,COMP,48.433,-5.559
2843.0,ACCEL,47.716,-6.013
2843.0,GYRO,57.358,0.272
2843.0,COMP,48.402,-5.578
2853.0,ACCEL,47.662,-5.714
2853.0,GYRO,57.381,0.265
2853.0,COMP,48.411,-5.588
2863.0,ACCEL,48.126,-5.956
2863.0,GYRO,57.386,0.253
2863.0,COMP,48.409,-5.607
2873.0,ACCEL,47.927,-6.345
2873.0,GYRO,57.398,0.244
2873.0,COMP,48.412,-5.631
2883.0,ACCEL,48.202,-5.986
2883.0,GYRO,57.412,0.236
2883.0,COMP,48.421,-5.646
2893.0,ACCEL,48.078,-5.988
2893.0,GYRO,57.41,0.227
2893.0,COMP,48.413,-5.662
2903.0,ACCEL,47.552,-6.042
2903.0,GYRO,57.42,0.224
2903.0,COMP,48.405,-5.672
2913.0,ACCEL,48.382,-6.0
2913.0,GYRO,57.433,0.22
2913.0,COMP,48.418,-5.682
2923.0,ACCEL,48.367,-5.966
2923.0,GYRO,57.44,0.219
2923.0,COMP,48.424,-5.689
2933.0,ACCEL,47.764,-5.979
2933.0,GYRO,57.433,0.212
2933.0,COMP,48.403,-5.701
2944.0,ACCEL,47.65,-6.106
2944.0,GYRO,57.457,0.209
2944.0,COMP,48.412,-5.713
2954.0,ACCEL,47.956,-6.092
2954.0,GYRO,57.463,0.205
2954.0,COMP,48.408,-5.724
2964.0,ACCEL,48.126,-5.856
2964.0,GYRO,57.458,0.197
2964.0,COMP,48.398,-5.735
2974.0,ACCEL,47.268,-5.977
2974.0,GYRO,57.489,0.195
2974.0,COMP,48.406,-5.741
2985.0,ACCEL,48.577,-6.051
2985.0,GYRO,57.556,0.21
2985.0,COMP,48.475,-5.733
2994.0,ACCEL,48.082,-6.031
2994.0,GYRO,57.601,0.219
2994.0,COMP,48.511,-5.73
3004.0,ACCEL,48.492,-5.966
3004.0,GYRO,57.624,0.227
3004.0,COMP,48.533,-5.727
3014.0,ACCEL,48.61,-6.211
3014.0,GYRO,57.627,0.228
3014.0,COMP,48.538,-5.736
3024.0,ACCEL,47.527,-5.921
3024.0,GYRO,57.663,0.232
3024.0,COMP,48.553,-5.736
3034.0,ACCEL,47.929,-5.907
3034.0,GYRO,57.747,0.243
3034.0,COMP,48.622,-5.728
3044.0,ACCEL,49.022,-6.026
3044.0,GYRO,57.822,0.262
3044.0,COMP,48.704,-5.716
3054.0,ACCEL,48.479,-6.067
3054.0,GYRO,57.861,0.261
3054.0,COMP,48.737,-5.723
3064.0,ACCEL,48.803,-6.368
3064.0,GYRO,57.846,0.256
3064.0,COMP,48.724,-5.741
3074.0,ACCEL,48.409,-6.194
3074.0,GYRO,57.841,0.263
3074.0,COMP,48.713,-5.743
3084.0,ACCEL,48.495,-6.047
3084.0,GYRO,57.83,0.272
3084.0,COMP,48.698,-5.741
3094.0,ACCEL,48.508,-6.141
3094.0,GYRO,57.808,0.274
3094.0,COMP,48.673,-5.747
3104.0,ACCEL,48.879,-5.862
3104.0,GYRO,57.763,0.269
3104.0,COMP,48.632,-5.754
3115.0,ACCEL,48.495,-6.185
3115.0,GYRO,57.71,0.264
3115.0,COMP,48.577,-5.768
3125.0,ACCEL,47.744,-5.91
3125.0,GYRO,57.788,0.281
3125.0,COMP,48.638,-5.753
3135.0,ACCEL,48.347,-6.519
3135.0,GYRO,57.837,0.291
3135.0,COMP,48.68,-5.759
3145.0,ACCEL,48.377,-5.846
3145.0,GYRO,57.896,0.301
3145.0,COMP,48.731,-5.751
3156.0,ACCEL,48.686,-5.928
3156.0,GYRO,57.935,0.299
3156.0,COMP,48.769,-5.756
3165.0,ACCEL,48.518,-6.041
3165.0,GYRO,57.943,0.299
3165.0,COMP,48.772,-5.762
3175.0,ACCEL,48.612,-6.089
3175.0,GYRO,57.968,0.304
3175.0,COMP,48.793,-5.764
3185.0,ACCEL,48.761,-5.929
3185.0,GYRO,57.963,0.305
3185.0,COMP,48.788,-5.766
3195.0,ACCEL,48.916,-6.392
3195.0,GYRO,57.946,0.307
3195.0,COMP,48.773,-5.776
3205.0,ACCEL,48.186,-5.851
3205.0,GYRO,57.944,0.31
3205.0,COMP,48.76,-5.776
3215.0,ACCEL,48.426,-6.232
3215.0,GYRO,57.931,0.303
3215.0,COMP,48.741,-5.791
3225.0,ACCEL,48.612,-6.224
3225.0,GYRO,57.898,0.294
3225.0,COMP,48.706,-5.808
3235.0,ACCEL,48.294,-6.068
3235.0,GYRO,57.862,0.281
3235.0,COMP,48.662,-5.827
3245.0,ACCEL,47.729,-6.227
3245.0,GYRO,57.87,0.275
3245.0,COMP,48.651,-5.84
3255.0,ACCEL,48.685,-6.461
3255.0,GYRO,57.876,0.276
3255.0,COMP,48.657,-5.852
3265.0,ACCEL,48.166,-6.355
3265.0,GYRO,57.912,0.28
3265.0,COMP,48.683,-5.858
3275.0,ACCEL,48.496,-6.037
3275.0,GYRO,57.958,0.28
3275.0,COMP,48.724,-5.862
3285.0,ACCEL,48.295,-6.1
3285.0,GYRO,57.995,0.277
3285.0,COMP,48.752,-5.87
3295.0,ACCEL,48.728,-6.297
3295.0,GYRO,58.04,0.282
3295.0,COMP,48.796,-5.873
3305.0,ACCEL,48.972,-6.343
3305.0,GYRO,58.075,0.293
3305.0,COMP,48.834,-5.872
3315.0,ACCEL,49.17,-6.139
3315.0,GYRO,58.088,0.298
3315.0,COMP,48.853,-5.872
3326.0,ACCEL,49.107,-6.236
3326.0,GYRO,58.073,0.298
3326.0,COMP,48.843,-5.879
3335.0,ACCEL,48.449,-5.917
3335.0,GYRO,58.063,0.297
3335.0,COMP,48.826,-5.882
3345.0,ACCEL,48.522,-6.164
3345.0,GYRO,58.049,0.295
3345.0,COMP,48.806,-5.889
3355.0,ACCEL,48.481,-6.333
3355.0,GYRO,58.038,0.297
3355.0,COMP,48.788,-5.895
3365.0,ACCEL,47.228,-6.263
3365.0,GYRO,58.065,0.301
3365.0,COMP,48.784,-5.899
3375.0,ACCEL,48.677,-6.137
3375.0,GYRO,58.111,0.306
3375.0,COMP,48.827,-5.899
3385.0,ACCEL,48.721,-6.006
3385.0,GYRO,58.172,0.314
3385.0,COMP,48.884,-5.894
3395.0,ACCEL,48.842,-6.229
3395.0,GYRO,58.213,0.319
3395.0,COMP,48.923,-5.895
3405.0,ACCEL,48.677,-5.984
3405.0,GYRO,58.243,0.319
3405.0,COMP,48.949,-5.897
3415.0,ACCEL,48.879,-6.087
3415.0,GYRO,58.244,0.319
3415.0,COMP,48.947,-5.901
3425.0,ACCEL,48.292,-6.094
3425.0,GYRO,58.257,0.322
3425.0,COMP,48.947,-5.902
3435.0,ACCEL,49.024,-6.192
3435.0,GYRO,58.262,0.324
3435.0,COMP,48.954,-5.905
3445.0,ACCEL,48.869,-6.034
3445.0,GYRO,58.266,0.329
3445.0,COMP,48.957,-5.903
3456.0,ACCEL,48.444,-6.16
3456.0,GYRO,58.279,0.33
3456.0,COMP,48.958,-5.907
3466.0,ACCEL,48.543,-6.149
3466.0,GYRO,58.295,0.327
3466.0,COMP,48.966,-5.915
3476.0,ACCEL,48.633,-6.149
3476.0,GYRO,58.313,0.324
3476.0,COMP,48.977,-5.923
3486.0,ACCEL,48.712,-6.132
3486.0,GYRO,58.34,0.322
3486.0,COMP,48.998,-5.929
3497.0,ACCEL,48.939,-6.203
3497.0,GYRO,58.376,0.318
3497.0,COMP,49.032,-5.938
3506.0,ACCEL,48.55,-6.092
3506.0,GYRO,58.424,0.317
3506.0,COMP,49.07,-5.942
3516.0,ACCEL,49.102,-6.077
3516.0,GYRO,58.461,0.314
3516.0,COMP,49.107,-5.948
3526.0,ACCEL,48.941,-6.251
3526.0,GYRO,58.464,0.312
3526.0,COMP,49.107,-5.956
3536.0,ACCEL,48.631,-6.405
3536.0,GYRO,58.433,0.312
3536.0,COMP,49.066,-5.965
3546.0,ACCEL,48.785,-5.99
3546.0,GYRO,58.419,0.312
3546.0,COMP,49.047,-5.966
3556.0,ACCEL,49.047,-6.166
3556.0,GYRO,58.405,0.316
3556.0,COMP,49.033,-5.966
3566.0,ACCEL,48.864,-6.131
3566.0,GYRO,58.397,0.314
3566.0,COMP,49.022,-5.97
3576.0,ACCEL,48.909,-6.045
3576.0,GYRO,58.411,0.312
3576.0,COMP,49.033,-5.974
3586.0,ACCEL,48.655,-6.366
3586.0,GYRO,58.439,0.309
3586.0,COMP,49.054,-5.985
3596.0,ACCEL,49.114,-6.177
3596.0,GYRO,58.462,0.308
3596.0,COMP,49.077,-5.99
3606.0,ACCEL,49.219,-6.373
3606.0,GYRO,58.461,0.305
3606.0,COMP,49.079,-6.001
3616.0,ACCEL,48.336,-6.019
3616.0,GYRO,58.461,0.304
3616.0,COMP,49.064,-6.002
3627.0,ACCEL,48.463,-6.243
3627.0,GYRO,58.492,0.31
3627.0,COMP,49.082,-6.001
3637.0,ACCEL,49.841,-6.33
3637.0,GYRO,58.504,0.316
3637.0,COMP,49.11,-6.001
3647.0,ACCEL,48.902,-6.001
3647.0,GYRO,58.5,0.321
3647.0,COMP,49.101,-5.997
3657.0,ACCEL,49.023,-6.098
3657.0,GYRO,58.511,0.326
3657.0,COMP,49.111,-5.994
3668.0,ACCEL,49.27,-6.234
3668.0,GYRO,58.498,0.326
3668.0,COMP,49.101,-5.998
3677.0,ACCEL,48.625,-6.477
3677.0,GYRO,58.496,0.324
3677.0,COMP,49.089,-6.01
3687.0,ACCEL,49.382,-6.167
3687.0,GYRO,58.502,0.324
3687.0,COMP,49.101,-6.013
3697.0,ACCEL,49.218,-6.184
3697.0,GYRO,58.501,0.323
3697.0,COMP,49.103,-6.018
3707.0,ACCEL,48.805,-5.912
3707.0,GYRO,58.511,0.327
3707.0,COMP,49.106,-6.012
3717.0,ACCEL,48.702,-6.065
3717.0,GYRO,58.523,0.33
3717.0,COMP,49.11,-6.01
3727.0,ACCEL,49.144,-6.137
3727.0,GYRO,58.529,0.327
3727.0,COMP,49.117,-6.015
3737.0,ACCEL,48.922,-6.367
3737.0,GYRO,58.533,0.328
3737.0,COMP,49.117,-6.021
3747.0,ACCEL,49.062,-5.907
3747.0,GYRO,58.559,0.336
3747.0,COMP,49.141,-6.011
3757.0,ACCEL,48.877,-6.234
3757.0,GYRO,58.594,0.339
3757.0,COMP,49.17,-6.012
3767.0,ACCEL,49.022,-6.354
3767.0,GYRO,58.635,0.342
3767.0,COMP,49.207,-6.017
3777.0,ACCEL,48.998,-6.314
3777.0,GYRO,58.653,0.34
3777.0,COMP,49.221,-6.025
3787.0,ACCEL,49.386,-6.324
3787.0,GYRO,58.688,0.341
3787.0,COMP,49.258,-6.029
3797.0,ACCEL,49.705,-6.335
3797.0,GYRO,58.695,0.338
3797.0,COMP,49.274,-6.038
3807.0,ACCEL,48.768,-6.166
3807.0,GYRO,58.694,0.343
3807.0,COMP,49.263,-6.036
3817.0,ACCEL,49.516,-6.563
3817.0,GYRO,58.69,0.35
3817.0,COMP,49.264,-6.04
3827.0,ACCEL,48.696,-6.1
3827.0,GYRO,58.694,0.358
3827.0,COMP,49.257,-6.033
3838.0,ACCEL,49.134,-5.903
3838.0,GYRO,58.71,0.367
3838.0,COMP,49.27,-6.021
3847.0,ACCEL,49.071,-5.976
3847.0,GYRO,58.715,0.369
3847.0,COMP,49.271,-6.019
3857.0,ACCEL,49.387,-6.385
3857.0,GYRO,58.709,0.37
3857.0,COMP,49.268,-6.025
3867.0,ACCEL,48.839,-5.875
3867.0,GYRO,58.741,0.378
3867.0,COMP,49.29,-6.014
3877.0,ACCEL,48.906,-6.242
3877.0,GYRO,58.768,0.386
3877.0,COMP,49.309,-6.011
3887.0,ACCEL,48.953,-5.94
3887.0,GYRO,58.821,0.398
3887.0,COMP,49.354,-5.998
3897.0,ACCEL,49.694,-6.157
3897.0,GYRO,58.854,0.404
3897.0,COMP,49.393,-5.995
3907.0,ACCEL,49.006,-6.179
3907.0,GYRO,58.881,0.406
3907.0,COMP,49.412,-5.997
3917.0,ACCEL,49.58,-6.454
3917.0,GYRO,58.889,0.405
3917.0,COMP,49.423,-6.007
3927.0,ACCEL,48.856,-6.341
3927.0,GYRO,58.951,0.422
3927.0,COMP,49.472,-5.998
3937.0,ACCEL,49.803,-5.996
3937.0,GYRO,58.991,0.434
3937.0,COMP,49.518,-5.986
3947.0,ACCEL,49.505,-6.081
3947.0,GYRO,59.009,0.438
3947.0,COMP,49.536,-5.983
3957.0,ACCEL,49.792,-6.153
3957.0,GYRO,58.996,0.434
3957.0,COMP,49.528,-5.991
3968.0,ACCEL,49.481,-6.305
3968.0,GYRO,58.955,0.423
3968.0,COMP,49.487,-6.008
3978.0,ACCEL,49.307,-6.109
3978.0,GYRO,58.905,0.412
3978.0,COMP,49.434,-6.02
3988.0,ACCEL,49.488,-6.268
3988.0,GYRO,58.832,0.397
3988.0,COMP,49.364,-6.04
3998.0,ACCEL,49.05,-6.148
3998.0,GYRO,58.734,0.378
3998.0,COMP,49.261,-6.061
4009.0,ACCEL,48.676,-6.314
4009.0,GYRO,58.655,0.37
4009.0,COMP,49.172,-6.074
4018.0,ACCEL,48.861,-6.575
4018.0,GYRO,58.637,0.37
4018.0,COMP,49.149,-6.084
4028.0,ACCEL,48.949,-6.125
4028.0,GYRO,58.615,0.36
4028.0,COMP,49.123,-6.095
4038.0,ACCEL,48.843,-6.144
4038.0,GYRO,58.591,0.353
4038.0,COMP,49.094,-6.102
4048.0,ACCEL,48.796,-6.304
4048.0,GYRO,58.602,0.347
4048.0,COMP,49.098,-6.112
4058.0,ACCEL,48.792,-6.355
4058.0,GYRO,58.637,0.347
4058.0,COMP,49.127,-6.117
4068.0,ACCEL,49.271,-6.303
4068.0,GYRO,58.675,0.353
4068.0,COMP,49.167,-6.115
4078.0,ACCEL,49.004,-6.119
4078.0,GYRO,58.695,0.355
4078.0,COMP,49.183,-6.113
4088.0,ACCEL,48.765,-6.32
4088.0,GYRO,58.715,0.357
4088.0,COMP,49.194,-6.116
4098.0,ACCEL,49.153,-6.454
4098.0,GYRO,58.73,0.351
4098.0,COMP,49.208,-6.128
4108.0,ACCEL,49.452,-6.242
4108.0,GYRO,58.724,0.343
4108.0,COMP,49.207,-6.138
4118.0,ACCEL,49.104,-6.328
4118.0,GYRO,58.699,0.337
4118.0,COMP,49.181,-6.148
4128.0,ACCEL,49.394,-6.381
4128.0,GYRO,58.676,0.332
4128.0,COMP,49.163,-6.158
4139.0,ACCEL,48.287,-6.045
4139.0,GYRO,58.653,0.327
4139.0,COMP,49.122,-6.16
4149.0,ACCEL,48.868,-6.125
4149.0,GYRO,58.656,0.33
4149.0,COMP,49.12,-6.156
4159.0,ACCEL,49.124,-6.076
4159.0,GYRO,58.678,0.337
4159.0,COMP,49.142,-6.148
4169.0,ACCEL,48.779,-6.347
4169.0,GYRO,58.713,0.343
4169.0,COMP,49.169,-6.146
4180.0,ACCEL,49.099,-6.508
4180.0,GYRO,58.763,0.344
4180.0,COMP,49.216,-6.152
4189.0,ACCEL,49.745,-6.497
4189.0,GYRO,58.782,0.343
4189.0,COMP,49.246,-6.16
4199.0,ACCEL,48.638,-6.467
4199.0,GYRO,58.809,0.345
4199.0,COMP,49.26,-6.164
4209.0,ACCEL,49.228,-6.336
4209.0,GYRO,58.827,0.348
4209.0,COMP,49.277,-6.164
4219.0,ACCEL,49.622,-6.209
4219.0,GYRO,58.823,0.351
4219.0,COMP,49.28,-6.163
4229.0,ACCEL,48.871,-6.122
4229.0,GYRO,58.809,0.354
4229.0,COMP,49.258,-6.159
4239.0,ACCEL,48.997,-6.14
4239.0,GYRO,58.79,0.352
4239.0,COMP,49.234,-6.161
4249.0,ACCEL,49.794,-6.094
4249.0,GYRO,58.75,0.347
4249.0,COMP,49.206,-6.164
4259.0,ACCEL,49.075,-6.371
4259.0,GYRO,58.699,0.338
4259.0,COMP,49.154,-6.177
4269.0,ACCEL,49.403,-6.465
4269.0,GYRO,58.615,0.326
4269.0,COMP,49.076,-6.195
4279.0,ACCEL,48.305,-6.305
4279.0,GYRO,58.544,0.327
4279.0,COMP,48.992,-6.196
4289.0,ACCEL,48.485,-6.081
4289.0,GYRO,58.498,0.329
4289.0,COMP,48.936,-6.191
4299.0,ACCEL,48.314,-6.029
4299.0,GYRO,58.492,0.336
4299.0,COMP,48.918,-6.181
4309.0,ACCEL,48.906,-6.487
4309.0,GYRO,58.52,0.346
4309.0,COMP,48.945,-6.178
4319.0,ACCEL,48.528,-6.211
4319.0,GYRO,58.549,0.354
4319.0,COMP,48.965,-6.171
4329.0,ACCEL,48.99,-5.989
4329.0,GYRO,58.588,0.359
4329.0,COMP,49.004,-6.162
4339.0,ACCEL,49.169,-6.37
4339.0,GYRO,58.615,0.362
4339.0,COMP,49.034,-6.163
4350.0,ACCEL,49.045,-6.424
4350.0,GYRO,58.633,0.36
4350.0,COMP,49.051,-6.171
4359.0,ACCEL,49.097,-6.521
4359.0,GYRO,58.64,0.358
4359.0,COMP,49.059,-6.18
4369.0,ACCEL,49.059,-6.196
4369.0,GYRO,58.634,0.357
4369.0,COMP,49.053,-6.18
4379.0,ACCEL,48.782,-6.178
4379.0,GYRO,58.626,0.359
4379.0,COMP,49.04,-6.179
4389.0,ACCEL,48.935,-6.091
4389.0,GYRO,58.622,0.361
4389.0,COMP,49.034,-6.175
4399.0,ACCEL,48.774,-6.21
4399.0,GYRO,58.606,0.363
4399.0,COMP,49.013,-6.174
4409.0,ACCEL,48.578,-6.455
4409.0,GYRO,58.608,0.371
4409.0,COMP,49.006,-6.171
4419.0,ACCEL,48.728,-6.347
4419.0,GYRO,58.63,0.38
4419.0,COMP,49.022,-6.166
4429.0,ACCEL,48.758,-6.063
4429.0,GYRO,58.664,0.393
4429.0,COMP,49.05,-6.152
4439.0,ACCEL,48.916,-6.04
4439.0,GYRO,58.704,0.402
4439.0,COMP,49.087,-6.14
4449.0,ACCEL,48.764,-6.209
4449.0,GYRO,58.751,0.411
4449.0,COMP,49.127,-6.133
4459.0,ACCEL,49.261,-6.196
4459.0,GYRO,58.794,0.417
4459.0,COMP,49.171,-6.128
4469.0,ACCEL,49.699,-6.562
4469.0,GYRO,58.8,0.418
4469.0,COMP,49.187,-6.135
4480.0,ACCEL,49.217,-6.264
4480.0,GYRO,58.791,0.417
4480.0,COMP,49.179,-6.139
4490.0,ACCEL,49.745,-6.378
4490.0,GYRO,58.764,0.412
4490.0,COMP,49.164,-6.149
4500.0,ACCEL,48.845,-6.339
4500.0,GYRO,58.761,0.414
4500.0,COMP,49.155,-6.151
4510.0,ACCEL,48.646,-6.29
4510.0,GYRO,58.746,0.408
4510.0,COMP,49.13,-6.16
4521.0,ACCEL,48.725,-6.14
4521.0,GYRO,58.755,0.411
4521.0,COMP,49.131,-6.157
4530.0,ACCEL,48.875,-6.438
4530.0,GYRO,58.774,0.414
4530.0,COMP,49.144,-6.159
4540.0,ACCEL,48.682,-6.059
4540.0,GYRO,58.786,0.419
4540.0,COMP,49.147,-6.152
4550.0,ACCEL,49.456,-6.223
4550.0,GYRO,58.799,0.426
4550.0,COMP,49.165,-6.146
4560.0,ACCEL,49.219,-6.37
4560.0,GYRO,58.812,0.434
4560.0,COMP,49.18,-6.143
4570.0,ACCEL,49.437,-6.197
4570.0,GYRO,58.833,0.444
4570.0,COMP,49.206,-6.134
4580.0,ACCEL,49.202,-6.114
4580.0,GYRO,58.862,0.453
4580.0,COMP,49.234,-6.125
4590.0,ACCEL,49.551,-6.298
4590.0,GYRO,58.874,0.457
4590.0,COMP,49.252,-6.125
4600.0,ACCEL,49.296,-6.293
4600.0,GYRO,58.871,0.454
4600.0,COMP,49.249,-6.131
4610.0,ACCEL,49.029,-6.14
4610.0,GYRO,58.871,0.45
4610.0,COMP,49.246,-6.136
4620.0,ACCEL,49.208,-6.663
4620.0,GYRO,58.85,0.443
4620.0,COMP,49.224,-6.153
4630.0,ACCEL,49.234,-6.219
4630.0,GYRO,58.831,0.439
4630.0,COMP,49.205,-6.158
4640.0,ACCEL,49.362,-6.442
4640.0,GYRO,58.802,0.438
4640.0,COMP,49.18,-6.165
4651.0,ACCEL,49.272,-6.579
4651.0,GYRO,58.767,0.436
4651.0,COMP,49.148,-6.175
4661.0,ACCEL,49.129,-6.222
4661.0,GYRO,58.727,0.434
4661.0,COMP,49.108,-6.177
4671.0,ACCEL,48.519,-6.341
4671.0,GYRO,58.729,0.439
4671.0,COMP,49.099,-6.176
4681.0,ACCEL,49.02,-6.327
4681.0,GYRO,58.73,0.443
4681.0,COMP,49.098,-6.175
4692.0,ACCEL,48.614,-6.045
4692.0,GYRO,58.748,0.447
4692.0,COMP,49.106,-6.169
4701.0,ACCEL,49.02,-6.179
4701.0,GYRO,58.78,0.449
4701.0,COMP,49.135,-6.167
4711.0,ACCEL,49.037,-6.364
4711.0,GYRO,58.811,0.451
4711.0,COMP,49.164,-6.168
4721.0,ACCEL,49.446,-6.28
4721.0,GYRO,58.832,0.452
4721.0,COMP,49.19,-6.17
4731.0,ACCEL,49.57,-6.371
4731.0,GYRO,58.835,0.456
4731.0,COMP,49.201,-6.171
4741.0,ACCEL,49.353,-6.254
4741.0,GYRO,58.839,0.459
4741.0,COMP,49.208,-6.169
4751.0,ACCEL,49.765,-6.045
4751.0,GYRO,58.829,0.459
4751.0,COMP,49.209,-6.166
4761.0,ACCEL,49.514,-6.176
4761.0,GYRO,58.806,0.459
4761.0,COMP,49.192,-6.167
4771.0,ACCEL,49.369,-6.466
4771.0,GYRO,58.779,0.456
4771.0,COMP,49.169,-6.175
4781.0,ACCEL,48.462,-6.239
4781.0,GYRO,58.777,0.459
4781.0,COMP,49.154,-6.174
4791.0,ACCEL,49.164,-5.992
4791.0,GYRO,58.807,0.471
4791.0,COMP,49.184,-6.159
4801.0,ACCEL,49.09,-6.388
4801.0,GYRO,58.804,0.473
4801.0,COMP,49.178,-6.161
4811.0,ACCEL,49.204,-5.965
4811.0,GYRO,58.807,0.475
4811.0,COMP,49.181,-6.155
4821.0,ACCEL,49.73,-6.081
4821.0,GYRO,58.788,0.472
4821.0,COMP,49.174,-6.157
4831.0,ACCEL,49.344,-6.28
4831.0,GYRO,58.756,0.468
4831.0,COMP,49.146,-6.163
4841.0,ACCEL,48.137,-5.957
4841.0,GYRO,58.826,0.481
4841.0,COMP,49.194,-6.147
4851.0,ACCEL,49.325,-6.411
4851.0,GYRO,58.879,0.49
4851.0,COMP,49.249,-6.143
4862.0,ACCEL,49.151,-6.29
4862.0,GYRO,58.943,0.503
4862.0,COMP,49.309,-6.133
4871.0,ACCEL,49.447,-6.584
4871.0,GYRO,58.989,0.51
4871.0,COMP,49.357,-6.135
4881.0,ACCEL,49.294,-6.277
4881.0,GYRO,59.0,0.508
4881.0,COMP,49.367,-6.14
4891.0,ACCEL,49.698,-6.444
4891.0,GYRO,58.989,0.504
4891.0,COMP,49.363,-6.15
4901.0,ACCEL,49.145,-6.362
4901.0,GYRO,59.02,0.508
4901.0,COMP,49.389,-6.15
4911.0,ACCEL,49.38,-6.222
4911.0,GYRO,59.028,0.51
4911.0,COMP,49.396,-6.15
4921.0,ACCEL,49.712,-6.415
4921.0,GYRO,59.025,0.513
4921.0,COMP,49.4,-6.152
4931.0,ACCEL,49.477,-6.147
4931.0,GYRO,58.996,0.511
4931.0,COMP,49.373,-6.154
4941.0,ACCEL,49.321,-6.21
4941.0,GYRO,58.941,0.509
4941.0,COMP,49.319,-6.157
4951.0,ACCEL,48.775,-6.432
4951.0,GYRO,58.916,0.504
4951.0,COMP,49.282,-6.167
4961.0,ACCEL,49.071,-6.048
4961.0,GYRO,58.99,0.516
4961.0,COMP,49.352,-6.153
4971.0,ACCEL,49.842,-6.213
4971.0,GYRO,59.028,0.52
4971.0,COMP,49.398,-6.15
4981.0,ACCEL,49.044,-6.186
4981.0,GYRO,59.069,0.524
4981.0,COMP,49.432,-6.147
4992.0,ACCEL,49.579,-6.139
4992.0,GYRO,59.087,0.528
4992.0,COMP,49.452,-6.143
